Financial Year,Date,Transaction ID,Supplier,Amount,Description,Category,Category Confidence,Deduction Type,Claimable Amount,Fully Deductible,R&D Candidate,R&D Confidence,R&D Reasoning,FBT Risk,Div7A Risk,Requires Documentation,Compliance Notes
FY2023-24,2023-09-01,f8fa8a03-4525-4fb7-893e-d9f2e8cbde05,Tartan Group,1339.47,Storage costs September 23,Storage,95,Section 8-1,1339.47,Yes,No,90,The transaction relates to storage costs. There is no indication that this activity involves experimental activities or the generation of new knowledg,No,No,Yes,Ensure proper documentation (invoice) is retained to support the deduction.
FY2023-24,2023-10-18,1c43ed6c-23d8-4d3d-98e5-f768f660fdeb,AJ Grant Buildings,550,Asbestos sampling conducted (After Hours) with lab results,Professional Services,95,Section 8-1,550,Yes,No,90,"Asbestos sampling and lab results, even if conducted after hours, are standard testing procedures and do not inherently involve experimental activitie",No,No,Yes,Ensure invoice and lab results are retained as documentation.; Confirm the expense relates to income-producing activities.
FY2025-26,2025-08-29,a267b1d6-79bb-4392-acad-3077ae9511ce,Pattersons Insurebuild,2574,AFD filter,Repairs and Maintenance,90,Section 8-1,2574,Yes,No,85,"The transaction appears to relate to standard equipment maintenance and operation (filter replacement, air scrubbing). There is no indication of exper",No,No,Yes,"Ensure proper documentation (invoice, proof of payment) is retained to support the deduction."
FY2022-23,2023-05-08,9ec59488-78ab-4109-950f-3a729918181b,Linkt,100,Tolls,Travel,95,Section 8-1,100,Yes,No,95,Toll expenses are related to travel and do not inherently involve R&D activities. There is no indication of any R&D activity in the transaction descri,No,No,Yes,"Ensure adequate documentation (receipts) is retained to support the deduction.; Deductibility depends on the purpose of the travel. If there is a private component, the deduction may be limited."
FY2022-23,2023-05-09,f68bdb54-edfe-417e-97f3-081adc51b721,Adobe Acrobat,34.99,Carsi Computers and devices,Software,85,Section 8-1,34.99,Yes,No,70,Subscription to Adobe Acrobat is unlikely to be considered R&D. It is a standard software used for document creation and editing. No information sugge,No,No,Yes,
FY2023-24,2023-07-21,894d57cd-7d77-4fee-a26c-bcef9b81fcb4,National Storage,634,"JOB13361 MARTIN MOORE - 17 CURLEW STREET, TOOWONG Job Name: Crawco SBAR - Moore - Toowong - 1783108",Storage,95,Section 8-1,634,Yes,No,80,The transaction relates to storage rental. There is no indication of R&D activity based on the provided information.,No,No,Yes,
FY2024-25,2024-10-28,35312b08-9397-47b9-b552-cf5239e9292a,PS and PB Pty Ltd,54.45,Unsure?,Unknown,60,Section 8-1,54.45,Yes,No,60,The description 'Unsure?' provides insufficient information to assess R&D eligibility. No evidence suggests the activity meets any of the four core el,No,No,Yes,Requires further clarification of the expense purpose. Obtain detailed invoice or description from PS and PB Pty Ltd.
FY2022-23,2023-05-01,93d9c546-b75a-4630-9080-94d8fcf4195f,Brisbane Wholesale Cleaning Supplies,209.88,"JOB14368 EAGER GROUP - 1442 GYMPIE ROAD, ASPLEY Job Name: Private - Eager Group - Aspley",Cleaning Supplies,95,Section 8-1,209.88,Yes,No,90,The transaction relates to the purchase of cleaning supplies. There is no indication of any R&D activity based on the provided information.,No,No,Yes,
FY2022-23,2023-05-08,138cb8ec-a981-43d5-940a-a091f416ec4e,Y.P,400,Cash settlement,Professional Services,60,Section 8-1,400,Yes,No,50,The description 'Cash settlement' is too vague to determine if it relates to R&D activities. There is no information to assess against the four-elemen,No,No,Yes,Requires further investigation to determine the nature of the 'Cash settlement' and its deductibility. Need to confirm if it is an allowable business expense.; Need to obtain a receipt or invoice from
FY2022-23,2023-05-05,1ca423c6-fa40-4a06-a4c2-06f15490b708,Get Grilled,13,Food,Food,95,Section 8-1,0,No,No,95,The transaction relates to food purchased from 'Get Grilled'. There is no indication that this purchase relates to any R&D activities. It is highly un,YES - REVIEW,No,Yes,Need to determine if this is considered entertainment and if it is subject to the 50% entertainment limitation. FBT implications need to be considered if provided to employees.
FY2022-23,2023-05-22,6a3ab045-c159-425e-bce6-60e6d692cda5,Officeworks,171.08,Phill's Melb visit,Travel,70,Section 8-1,171.08,Yes,No,60,The transaction description 'Phill's Melb visit' does not provide any information to suggest that the expense relates to R&D activities. There is no i,No,No,Yes,"Need to determine the nature of 'Phill's Melb visit' to confirm deductibility. If it includes entertainment, restrictions may apply.; Requires receipts and travel itinerary to support the deduction."
FY2022-23,2023-05-05,37a61a16-b68d-49c8-93e0-ad073fc4faa4,Linkt,100,Tolls,Travel,95,Section 8-1,100,Yes,No,95,Toll payments are for transportation and do not involve R&D activities.,No,No,Yes,Ensure adequate documentation (receipt) is retained to support the deduction.
FY2024-25,2025-01-06,b78454d4-bbf0-4f4c-9179-6dababfd4cf7,Square,74.54,Square fees,Professional Services,95,Section 8-1,74.54,Yes,No,95,Square fees are transaction processing fees and do not relate to R&D activities.,No,No,Yes,Ensure receipt is retained as evidence of the expense.
FY2024-25,2024-11-12,78c3e757-f39f-40ef-90f4-b4c3ab522a73,Claim Central Pty Ltd ABN 61102685343,1405.8,Labour,Repairs and Maintenance,90,Section 8-1,1405.8,Yes,No,80,"The transaction relates to disaster recovery services, which typically involve standard procedures and do not inherently involve generating new knowle",No,No,Yes,"Ensure proper documentation (receipts, invoices) is maintained to support the deduction.; Confirm that the expenses are wholly and exclusively for business purposes."
FY2023-24,2023-07-20,7989025a-6ca3-4e2b-b6f9-25314f1aa8ef,Taxibox,165,"Credit for JOB12742 PAULINE CASH - 55 KURUMBA ST, KIPPA-RING Job Name: FEN - Cash - Kippa-Ring - 2-9",Storage,95,Section 8-1,165,Yes,No,90,The transaction relates to storage provided by Taxibox. There is no indication that this activity involves R&D as defined by Division 355 of the ITAA ,No,No,Yes,
FY2022-23,2023-05-04,f9518508-751c-49fd-a744-8b263a46ce83,Kedron-Wavell Services Club,16.3,Meeting,Meetings & Events,90,Section 8-1,16.3,Yes,No,90,"The transaction description 'Meeting' is too vague to determine if it qualifies as R&D. There is no indication of systematic investigation, generation",No,No,Yes,Requires receipt to substantiate the expense.; Determine the nature of the meeting to assess potential entertainment limitations.
FY2023-24,2024-04-19,500ce1e3-2134-42ed-a0a4-b371f31015da,FEN Australia Pty Ltd,346.06,Storage 10/04/24 to 9/05/24 (cost + 10%),Storage,95,Section 8-1,346.06,Yes,No,90,The transaction relates to storage costs. There is no indication that this activity involves experimental activities or the generation of new knowledg,No,No,Yes,
FY2022-23,2023-05-19,83e0d153-5971-4111-b9f6-3af8ba26d05f,Linkt,100,Tolls,Travel,95,Section 8-1,100,Yes,No,95,Toll payments are for routine travel and do not meet the criteria for R&D activities.,No,No,Yes,"Ensure adequate documentation (receipts) is retained to support the deduction.; Deductibility depends on the purpose of the travel. If for private purposes, the expense is not deductible."
FY2022-23,2023-05-03,1e3d6b1d-b8f8-4ff8-a39c-cdd077be1672,Caltex,30,Covid 19 Test Kit,Consumables,95,Section 8-1,30,Yes,No,90,The purchase of a COVID-19 test kit does not inherently involve R&D activities. It is a standard consumable item for health and safety purposes.,No,No,Yes,Ensure receipt is retained for substantiation.
FY2024-25,2025-01-06,b9684d7b-9601-400a-a599-6c18f2101774,Bunnings,34.78,Warehouse consumables,Consumables,95,Section 8-1,34.78,Yes,No,90,The transaction relates to 'Warehouse consumables' purchased from Bunnings. There is no indication that this purchase relates to any R&D activities. I,No,No,Yes,Retain receipt as proof of purchase.; Ensure the consumables are used wholly and exclusively for business purposes.
FY2022-23,2023-05-05,bb7f0d29-9c06-4e16-ae57-29e89aa6d4ef,,10600,Bank Transfer to Westpac Tax Account.,Tax Payment,95,Section 8-1,10600,Yes,No,95,The transaction description indicates a bank transfer to a tax account. This does not suggest any R&D activity.,No,No,Yes,"Requires documentation to confirm the nature of the tax payment (e.g., income tax, GST, PAYG withholding).; Ensure the payment aligns with the business's tax obligations."
FY2022-23,2023-05-12,c62e9c37-a5a3-4515-9a4b-f54d46c9ff0a,,10600,Bank Transfer to Westpac Tax Account.,Tax Payment,95,Section 8-1,10600,Yes,No,95,The transaction is a bank transfer to a tax account. There is no indication of R&D activity.,No,No,Yes,"Verify the nature of the tax payment (e.g., GST, PAYG, Income Tax) to ensure correct allocation.; Obtain supporting documentation (e.g., payment advice from ATO)."
FY2023-24,2024-03-25,a3b8aea2-df17-41a3-9573-ab40de7ff5b7,Australian Taxation Office,12773,"Phill's notice of assessment FY 22-23
Income tax to be paid",Tax,95,Not Deductible,0,No,No,95,Payment of income tax is not an R&D activity.,No,No,Yes,Retain notice of assessment for record-keeping purposes.
FY2024-25,2024-08-28,f544e55d-1de0-4dc4-9f8e-ccf24883fe02,LinkedIn,99.99,Phill,Professional Services,75,Section 8-1,99.99,Yes,No,60,The transaction description 'from LinkedIn - Phill' is insufficient to determine if the expense relates to R&D activities. There is no indication of s,No,No,Yes,Need to determine the nature of the LinkedIn service provided by 'Phill' to assess deductibility. Obtain invoice or further details.
FY2022-23,2023-02-20,a30da380-c7d6-46c8-aa54-f1ef1ca378ce,Storage King Redbank Plains,610,"JOB JOB12791 THOMAS HODGKINS - 15-17 VOYAGER DRIVE, KARALEEJob Name: Siemsen - Hodgkins - Karalee - ",Rent,95,Section 8-1,610,Yes,No,90,The transaction relates to storage rental. There is no indication that this activity involves R&D as defined by Division 355 of the ITAA 1997.,No,No,Yes,"Ensure the storage is used wholly and exclusively for business purposes. If there is any private use, the deductible amount will need to be apportioned."
FY2022-23,2023-05-24,267fb958-6198-4edf-9361-fe31e8e9bb6c,Claim Central Pty Ltd ABN 61102685343,496.04,Service/Discount Fee,Storage,85,Section 8-1 ITAA 1997 - general deduction,496.04,Yes,No,95,The transaction relates to 'Storage May - June 23' and 'Service/Discount Fee'. There is no indication of R&D activity as defined under Division 355 of,No,No,Yes,Requires receipt for substantiation. s 8-1 ITAA 1997 allows a deduction for expenses incurred in gaining or producing assessable income or necessarily incurred in carrying on a business for that purpo
FY2024-25,2025-04-19,dfa2ae29-3545-4a94-b9d0-3f6bb28d7d64,Openrouter,16.01,Ai - Phill,Software,75,Section 8-1,16.01,Yes,Yes,60,"The description 'Ai - Phill' from Openrouter suggests the use of AI software. While AI development can be R&D, the provided information is insufficien",No,No,Yes,Requires receipt from Openrouter to substantiate the expense.; Review the nature of 'Ai - Phill' to confirm business use.
FY2023-24,2023-07-11,41520c73-7d6c-489f-990f-ceabfa89d54a,AGL Electricity,555.13,Warehouse electricity 7 Jan 2023 to 11 Apr 2023,Utilities,95,Section 8-1,555.13,Yes,No,90,Electricity expenses for a warehouse are unlikely to meet the R&D criteria. There is no indication of experimental activities or generation of new kno,No,No,Yes,Ensure invoice is retained as evidence of expense.; Confirm warehouse is used for business purposes.
FY2024-25,2025-06-06,d5286512-487a-47d8-ab58-87c2bf50c9fc,Brisbane City Council,106.83,Waste disposal ,Utilities,95,Section 8-1,106.83,Yes,No,95,Waste disposal is a standard business expense and does not involve R&D activities.,No,No,Yes,
FY2022-23,2023-03-15,161e23d3-37e5-4521-bda3-9fb8557f18e1,ATM Fee,2.9,ATM fees,Financial Services,95,Section 8-1,2.9,Yes,No,95,ATM fees are a standard business expense and do not relate to R&D activities.,No,No,Yes,
FY2022-23,2023-05-12,6784e1fc-91d2-45e0-b115-ef4ec8b37c82,ELaundry,187.31,"OB12561 KELLY & STRICKLAND TETEVANO - 21 PARTHENIA STREET, BOONDALL Job Name: AJ - Tetevano - Boonda",Cleaning,95,Section 8-1,187.31,Yes,No,90,Laundry services are not typically considered R&D activities. There is no indication of experimental activities or generation of new knowledge.,No,No,Yes,
FY2022-23,2023-05-12,3aff606f-d07b-4fa7-8b28-deb59b459e61,Y.P,320,Cashsettlement,Unknown,50,Section 8-1,320,Yes,No,60,Insufficient information to determine R&D eligibility. 'Cashsettlement' is too vague.,No,No,Yes,Requires detailed description of 'Cashsettlement' to determine deductibility and potential FBT or Division 7A implications.
FY2024-25,2025-01-07,4ac6255a-4e3f-4e84-966b-fe20477f66fe,Cursor,33.24,Ai - Phill,Software,75,Section 8-1,33.24,Yes,No,60,"The description 'Ai - Phill' is too vague to determine if the activity meets the R&D criteria. There is no indication of a systematic approach, new kn",No,No,Yes,Requires receipt for substantiation.; Need more information to determine the exact nature of 'Ai - Phill' for accurate tax treatment.
FY2024-25,2025-06-08,d09f9ead-dd3e-41bf-9ede-bbfd6bfcb8a9,Supabase,55.52,Phill,Software,75,Section 8-1,55.52,Yes,No,60,The description 'from Supabase - Phill' is insufficient to determine if the expense relates to R&D activities. There is no information to suggest the ,No,No,Yes,Need to confirm the nature of the Supabase subscription and its use within the business to ensure deductibility.; Obtain invoice from Supabase.
FY2024-25,2024-08-05,10a9d119-eb4c-40fa-adf4-485ddbf02ed4,Aussie Broadband,99,INVOICE,Telecommunications,95,Section 8-1,99,Yes,No,90,Standard telecommunications invoice. No indication of R&D activity.,No,No,Yes,
FY2022-23,2022-07-20,e9c6ee5f-6b11-443b-92e3-b337a28100f7,Brisbane City Council,87.8,Waste disposal ,Utilities,95,Section 8-1,87.8,Yes,No,90,Waste disposal is a standard operational expense and does not involve R&D activities.,No,No,Yes,
FY2024-25,2024-09-12,18700234-4087-47fc-84c8-6940bf402486,Facebook,49,Ads,Marketing,95,Section 8-1,49,Yes,No,90,Standard advertising on Facebook does not typically involve R&D activities. There is no indication of experimental activities or generation of new kno,No,No,Yes,Keep receipt as evidence of expense.
FY2022-23,2023-06-23,e38a68c9-f8a4-49d2-a67d-ccda0b38219f,Effective Organics,1614.8,"JOB14456 BRAD - 2A CHINDERAH RD, CHINDERAH
Job Name: Construct - Brad - Chinderah - 405492",Construction,95,Section 8-1 ITAA 1997 - general deduction,1614.8,Yes,No,60,"The transaction relates to 'Construct - Brad - Chinderah - 405492'. There is no indication of technical uncertainty, systematic investigation, generat",No,No,Yes,
